dataset,cheaper_provider,expensive_provider,price_diff_pct,cheaper_cost,expensive_cost,savings_potential
azure_native,hetzner,linode,13.381620730243387,0.7994494276760795,0.9064287180177939,0.10697929034171438
azure_native,hetzner,aws,25.086086171441913,0.7994494276760795,1.0,0.20055057232392048
azure_native,oci,coreweave,7.49351978016838,0.8012334360613099,0.861274022077887,0.060040586016577024
azure_native,oci,nebius,8.026112475835829,0.8012334360613099,0.8655413328335948,0.06430789677228488
azure_native,oci,linode,13.129167758350327,0.8012334360613099,0.9064287180177939,0.10519528195648398
azure_native,oci,aws,24.80757229950156,0.8012334360613099,1.0,0.19876656393869008
azure_native,coreweave,linode,5.242779276097046,0.861274022077887,0.9064287180177939,0.04515469593990695
azure_native,coreweave,aws,16.10706631873401,0.861274022077887,1.0,0.13872597792211305
azure_native,nebius,aws,15.534632728192962,0.8655413328335948,1.0,0.1344586671664052
azure_native,linode,aws,10.32307120485223,0.9064287180177939,1.0,0.0935712819822061
jssp,azure,hetzner,7.138885285396096,0.7078423739297843,0.7583744290060561,0.05053205507627179
jssp,azure,oci,13.278709314578471,0.7078423739297843,0.801834705169332,0.09399233123954764
jssp,azure,nebius,15.232436873235757,0.7078423739297843,0.8156640167006521,0.10782164277086781
jssp,azure,coreweave,23.96302353410248,0.7078423739297843,0.8774628085789282,0.1696204346491439
jssp,azure,linode,34.522382715012355,0.7078423739297843,0.9522064272768533,0.244364053347069
jssp,azure,aws,41.274390574870665,0.7078423739297843,1.0,0.29215762607021567
jssp,hetzner,oci,5.730714868674561,0.7583744290060561,0.801834705169332,0.04346027616327586
jssp,hetzner,nebius,7.554261523516971,0.7583744290060561,0.8156640167006521,0.05728958769459602
jssp,hetzner,coreweave,15.703111156971922,0.7583744290060561,0.8774628085789282,0.1190883795728721
jssp,hetzner,linode,25.55887841904666,0.7583744290060561,0.9522064272768533,0.19383199827079722
jssp,hetzner,aws,31.860986044930893,0.7583744290060561,1.0,0.24162557099394388
jssp,oci,coreweave,9.431882022819785,0.801834705169332,0.8774628085789282,0.07562810340959625
jssp,oci,linode,18.75345643411204,0.801834705169332,0.9522064272768533,0.15037172210752137
jssp,oci,aws,24.713983262774757,0.801834705169332,1.0,0.19816529483066803
jssp,nebius,coreweave,7.576500938247982,0.8156640167006521,0.8774628085789282,0.06179879187827608
jssp,nebius,linode,16.740031162403493,0.8156640167006521,0.9522064272768533,0.1365424105762012
jssp,nebius,aws,22.599499245410378,0.8156640167006521,1.0,0.18433598329934786
jssp,coreweave,linode,8.518152332743787,0.8774628085789282,0.9522064272768533,0.07474361869792512
jssp,coreweave,aws,13.964944180315022,0.8774628085789282,1.0,0.12253719142107178
jssp,linode,aws,5.0192449193845565,0.9522064272768533,1.0,0.04779357272314666
star_job,azure,hetzner,6.703429224336626,0.7852958324918738,0.8379375828246317,0.052641750332757864
star_job,azure,coreweave,11.338379270940026,0.7852958324918738,0.8743356523786884,0.08903981988681453
star_job,azure,oci,14.40278501332368,0.7852958324918738,0.8984003029642689,0.11310447047239502
star_job,azure,linode,26.330952402775065,0.7852958324918738,0.9920717043662853,0.2067758718744115
star_job,azure,aws,27.34054589680353,0.7852958324918738,1.0,0.21470416750812615
star_job,nebius,coreweave,6.312196544092509,0.8224227142330387,0.8743356523786884,0.05191293814564968
star_job,nebius,oci,9.23826487478329,0.8224227142330387,0.8984003029642689,0.07597758873123017
star_job,nebius,linode,20.62795533212565,0.8224227142330387,0.9920717043662853,0.16964899013324664
star_job,nebius,aws,21.591972436287023,0.8224227142330387,1.0,0.1775772857669613
star_job,hetzner,oci,7.215659182611354,0.8379375828246317,0.8984003029642689,0.06046272013963716
star_job,hetzner,linode,18.394463346789838,0.8379375828246317,0.9920717043662853,0.15413412154165362
star_job,hetzner,aws,19.340631151674412,0.8379375828246317,1.0,0.1620624171753683
star_job,coreweave,linode,13.465772746117374,0.8743356523786884,0.9920717043662853,0.11773605198759696
star_job,coreweave,aws,14.372552151960566,0.8743356523786884,1.0,0.12566434762131162
star_job,oci,linode,10.42646591869437,0.8984003029642689,0.9920717043662853,0.09367140140201646
star_job,oci,aws,11.308956230368942,0.8984003029642689,1.0,0.10159969703573113
mega_math,azure,hetzner,6.654484163013001,0.7054704462841264,0.7524158654068407,0.04694541912271433
mega_math,azure,nebius,15.50725780078712,0.7054704462841264,0.8148695670977693,0.10939912081364289
mega_math,azure,oci,18.625505882230684,0.7054704462841264,0.8368678857541754,0.131397439470049
mega_math,azure,linode,31.11542450375072,0.7054704462841264,0.924980570393937,0.21951012410981063
mega_math,azure,coreweave,32.58378556390616,0.7054704462841264,0.9353394237180779,0.22986897743395152
mega_math,azure,aws,41.749382311793205,0.7054704462841264,1.0,0.29452955371587364
mega_math,hetzner,nebius,8.300423284822559,0.7524158654068407,0.8148695670977693,0.062453701690928565
mega_math,hetzner,oci,11.224114778822534,0.7524158654068407,0.8368678857541754,0.08445202034733468
mega_math,hetzner,linode,22.93475096963677,0.7524158654068407,0.924980570393937,0.1725647049870963
mega_math,hetzner,coreweave,24.311496703000557,0.7524158654068407,0.9353394237180779,0.1829235583112372
mega_math,hetzner,aws,32.90522515222183,0.7524158654068407,1.0,0.2475841345931593
mega_math,nebius,linode,13.512715131617679,0.8148695670977693,0.924980570393937,0.11011100329616774
mega_math,nebius,coreweave,14.783943527228876,0.8148695670977693,0.9353394237180779,0.12046985662030862
mega_math,nebius,aws,22.719026501577343,0.8148695670977693,1.0,0.18513043290223075
mega_math,oci,linode,10.528864369117896,0.8368678857541754,0.924980570393937,0.08811268463976163
mega_math,oci,coreweave,11.766676633213274,0.8368678857541754,0.9353394237180779,0.09847153796390251
mega_math,oci,aws,19.49317413450654,0.8368678857541754,1.0,0.16313211424582463
mega_math,linode,aws,8.110378964404974,0.924980570393937,1.0,0.075019429606063
mega_math,coreweave,aws,6.913060076617874,0.9353394237180779,1.0,0.06466057628192212
